product_name,product_brand,product_category,product_code,product_series,product_part_number,business,product_identifier
VG1205,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,14-88356-138,Building Automation and Controls,VG1205-Joh-na-Nd-14-88356-138Bs
VG12E5,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,14-88356-138,Building Automation and Controls,VG12E5-Joh-na-Nd-14-88356-138Bs
VG1805,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,14-88356-138,Building Automation and Controls,VG1805-Joh-na-Nd-14-88356-138Bs
VG18E5,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,14-88356-138,Building Automation and Controls,VG18E5-Joh-na-Nd-14-88356-138Bs
4010ES International IDNAC Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","4010-8810, 4010-9721BA, 4100-7400, 4100-9843, 4100-9844, 4100-9845, 4100-9855, A010-6305, A010-6310, A010-9601, A010-9602, A010-9602-BA, A010-9621, A010-9621BA, A010-9622, A010-9622BA, A010-9623, A010-9623BA, A010-9624, A010-9624BA, A010-9701, A010-9702, A010-9711, A010-9711BA, A010-9712, A010-9712BA, A010-9721, A010-9722, A010-9722BA, A010-9901, A010-9908, A010-9909, A010-9911, A010-9912, A010-9916, A010-9918, A010-9928, A010-9929, A010-9930, A010-9935, A100-0650, A100-5128, A100-7401, A100-7402, A100-7403, A100-7404, A100-9401, A100-9403, A100-9441, A100-9443, A4081, A4098-9754, A4606-9102, A602-6001, A602-7001, A602-7101, A602-9101, A602-9102, A602-9150",Not Specified,Not Specified,Not Specified,4010ES_International_IDNAC_Fire_Alarm_Control_Unit-Aut-_A602-9150-Nd-naNd
LED Switch Module,Autocall,"Annunciator, Graphic Annunciator","4100-9843, 4100-9844, 4100-9845, 4100-9855, 4190-9803, A100-0636, A100-0641, A100-1275, A100-1276, A100-1277, A100-1278, A100-1279, A100-1280, A100-1281, A100-1282, A100-1283, A100-1284, A100-1285, A100-1286, A100-1287, A100-1288, A100-1289, A100-1290, A100-1293, A100-1296, A100-1300, A100-1301, A100-1302, A100-2201, A100-2401, A100-2402, A100-2403, A100-2404, A100-2405, A100-2406, A100-7401, A100-7402, A100-7403, A100-7404, A100-8401, A100-8402, A100-8904",Not Specified,Not Specified,Not Specified,LED_Switch_Module-Aut-_A100-8904-Nd-naNd
4010ES Remote InfoAlarm Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","4100-9421, 4100-9423, A100-9401, A100-9403, A100-9441, A100-9443",Not Specified,Not Specified,Not Specified,4010ES_Remote_InfoAlarm_Fire_Alarm_Control_Unit-Aut-_A100-9443-Nd-naNd
Voice/Alarm Communications,Autocall,"4100ES, Fire Alarm Control Unit","4100-0822, 4100-0823, 4100-0824, 4100-8804, A100-0621, A100-0622, A100-0623, A100-0637, A100-1210, A100-1240, A100-1241, A100-1242, A100-1243, A100-1244, A100-1245, A100-1246, A100-1248, A100-1249, A100-1252, A100-1253, A100-1254, A100-1255, A100-1259, A100-1260, A100-1266, A100-1267, A100-1268, A100-1270, A100-1271, A100-1272, A100-1273, A100-1288, A100-1289, A100-1311, A100-1312, A100-1313, A100-1314, A100-1315, A100-1318, A100-1319, A100-1320, A100-1321, A100-1324, A100-1325, A100-1326, A100-1327, A100-1328, A100-1329, A100-1332, A100-1333, A100-1334, A100-1335, A100-1338, A100-1339, A100-1341, A100-1361, A100-1362, A100-1363, A100-1364, A100-2300, A100-2320, A100-5116, A100-9620, A100-9621, A4003-9803, A4081-9018, Not Specified",Not Specified,Not Specified,Not Specified,Voice/Alarm_Communications-Aut-_na-Nd-naNd
4100ES Fire Control Panels,Autocall,"Accessories, Addressable Notification Appliance","4100-9835, A098-9754, A100-0156, A100-0636, A100-0638, A100-0644, A100-0645, A100-0646, A100-0647, A100-1266, A100-1267, A100-1279, A100-1291, A100-2300, A100-2302, A100-2303, A100-3109, A100-3110, A100-3111, A100-3202, A100-3204, A100-3206, A100-5005, A100-5013, A100-5015, A100-5101, A100-5102, A100-5111, A100-5113, A100-5115, A100-5116, A100-5125, A100-5127, A100-5130, A100-5131, A100-5140, A100-5141, A100-5152, A100-5401, A100-5402, A100-5403, A100-5450, A100-5451, A100-6031, A100-6032, A100-6033, A100-6034, A100-6038, A100-6046, A100-6048, A100-6052, A100-6077, A100-6080, A100-6103, A100-6105, A100-6107, A100-6305, A100-7912, A100-9111, A100-9121, A100-9131, A100-9211, A100-9230, A100-9701, A100-9702, A100-9703, A100-9704, A100-9705, A100-9709, A2081-9031, A4098-9754, A4603-9101, A602, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,4100ES_Fire_Control_Panels-Aut-_A602-9102-Nd-naNd
4010ES InfoAlarm Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","A100-9401, A100-9403, A100-9441, A100-9443",Not Specified,Not Specified,Not Specified,4010ES_InfoAlarm_Fire_Alarm_Control_Unit-Aut-_A100-9443-Nd-naNd
4100ES NDU Annunciator Panel with EPS for ES Net,Autocall,"Fire Alarm Control Unit, LCD Annunciator","2080-9047, 4100-6412, 4100-6413, 4100-6414, 4100-7908, 4100-9843, 4100-9844, 4100-9845, A100-0623, A100-0634, A100-0635, A100-1210, A100-1240, A100-1241, A100-1242, A100-1243, A100-1245, A100-1246, A100-1248, A100-1249, A100-1252, A100-1253, A100-1254, A100-1255, A100-1259, A100-1260, A100-1266, A100-1267, A100-1268, A100-1270, A100-1272, A100-1273, A100-1276, A100-1277, A100-1278, A100-1280, A100-1281, A100-1282, A100-1283, A100-1284, A100-1285, A100-1286, A100-1287, A100-1288, A100-1289, A100-1291, A100-1294, A100-1296, A100-1311, A100-1312, A100-1313, A100-1314, A100-1315, A100-1318, A100-1319, A100-1320, A100-1321, A100-1324, A100-1325, A100-1326, A100-1327, A100-1328, A100-1329, A100-1332, A100-1333, A100-1334, A100-1335, A100-1338, A100-1339, A100-1361, A100-1362, A100-1363, A100-1364, A100-3111, A100-3112, A100-5013, A100-5101, A100-5102, A100-5103, A100-5115, A100-5116, A100-5125, A100-5127, A100-5130, A100-5152, A100-5311, A100-5313, A100-5325, A100-5327, A100-6031, A100-6032, A100-6033, A100-6038, A100-6046, A100-6079, A100-6080, A100-6103, A100-6104, A100-6305, A100-6307, A100-6308, A100-6309, A100-6310, A100-7912, A100-9342, A100-9357, A100-9358, A100-9359, A100-9400, A100-9542, A100-9545, A100-9620, A100-9621, A100-9816, A4081-9018, A4603-9100, A602",Not Specified,Not Specified,Not Specified,4100ES_NDU_Annunciator_Panel_with_EPS_for_ES_Net-Aut-_A602-Nd-naNd
TrueAlarm CO Sensor Base,Autocall,"CO Sensor Base, Sensors and Initiating Devices","4098-9832, A2098-9808, A4098, A4098-9714, A4098-9733, A4098-9747, A4098-9754, A4098-9770, A4098-9771, A4098-9822, A4905-9835",Not Specified,Not Specified,Not Specified,TrueAlarm_CO_Sensor_Base-Aut-_A4905-9835-Nd-naNd
Multi-Sensor Device,Autocall,"Multi-Sensor, Photoelectric Sensor, Sensors and Initiating Devices","4090-9793, 4098-9832, A2098-9737, A2098-9739, A2098-9808, A4090-9116, A4090-9117, A4098, A4098-9714, A4098-9733, A4098-9734, A4098-9754, A4098-9774, A4098-9775, A4098-9776, A4098-9777, A4098-9778, A4098-9779, A4098-9780, A4098-9789, A4098-9791, A4098-9792, A4098-9793, A4098-9794, A4098-9822, A4098-9860",Not Specified,Not Specified,Not Specified,Multi-Sensor_Device-Aut-_A4098-9860-Nd-naNd
TrueAlarm Photoelectric Smoke Detector with TrueSense Smoke/Heat Detection,Autocall,"Photoelectric Sensor, Sensors and Initiating Devices","4098-9832, A2098-9735, A2098-9739, A4098, A4098-9602, A4098-9682, A4098-9683, A4098-9788, A4098-9830",Not Specified,Not Specified,Not Specified,TrueAlarm_Photoelectric_Smoke_Detector_with_TrueSense_Smoke/Heat_Detection-Aut-_A4098-9830-Nd-naNd
TrueAlarm Photoelectric Smoke Detector for Two-Wire and Four-Wire Bases,Autocall,"Photoelectric Sensor, Sensors and Initiating Devices","4098-9832, A2098-9735, A2098-9739, A4098, A4098-9601, A4098-9605, A4098-9682, A4098-9683, A4098-9788, A4098-9830",Not Specified,Not Specified,Not Specified,TrueAlarm_Photoelectric_Smoke_Detector_for_Two-Wire_and_Four-Wire_Bases-Aut-_A4098-9830-Nd-naNd
TrueAlert Adapter Module,Autocall,"Module, Sensors and Initiating Devices","733-894AC, A2081-9027, A2081-9028, A2081-9044, A4081-9008, A4901, A4903, A4904, A4905-9815, A4905-9817, A4905-9818, A4906",Not Specified,Not Specified,Not Specified,TrueAlert_Adapter_Module-Aut-_A4906-Nd-naNd
4009 TrueAlert Addressable Controller,Autocall,"Addressable Notification Appliance, Notification Appliances and Speakers","2081-9272, 2081-9274, 2081-9275, 2975-9217, 4009-9805, A009-9401, A009-9801, A009-9809, A009-9810, A009-9811, A009-9812, A4090-9105, A4090-9107, A4603-9101, A4905-9929",Not Specified,Not Specified,Not Specified,4009_TrueAlert_Addressable_Controller-Aut-_A4905-9929-Nd-naNd
TrueAlert Notification Appliance,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2975-9145, 4905-9927, 4905-9928, 4905-9961, A4905-9838, A4905-9915, A4905-9916, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9994, A4905-9995, A4906-9127, A4906-9128, A4906-9129, A4906-9130",Not Specified,Not Specified,Not Specified,TrueAlert_Notification_Appliance-Aut-_A4906-9130-Nd-naNd
Weatherproof Duct Housing Enclosure,Autocall,"Duct Detector, Multi-Sensor, Sensors and Initiating Devices","A4098-9755, A4098-9756, A4098-9845",Not Specified,Not Specified,Not Specified,Weatherproof_Duct_Housing_Enclosure-Aut-_A4098-9845-Nd-naNd
Weatherproof Notification Appliance,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2975-9145, 4905-9910, 4905-9926, 4905-9927, 4905-9928, 4905-9961, A4905-9838, A4905-9915, A4905-9916, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9992, A4905-9993, A4905-9994, A4905-9995, A4906-9109, A4906-9110, A4906-9111, A4906-9112, A4906-9139, A4906-9140, A4906-9141, A4906-9142",Not Specified,Not Specified,Not Specified,Weatherproof_Notification_Appliance-Aut-_A4906-9142-Nd-naNd
4100ES Fire Alarm Control Unit,Autocall,"4100ES, Fire Alarm Control Unit","4100-9835, A100-0156, A100-0636, A100-0638, A100-1266, A100-1267, A100-1279, A100-1291, A100-2300, A100-2302, A100-2303, A100-3109, A100-3110, A100-3111, A100-3202, A100-3204, A100-3206, A100-5013, A100-5101, A100-5102, A100-5111, A100-5113, A100-5115, A100-5116, A100-5125, A100-5127, A100-5130, A100-5152, A100-6031, A100-6032, A100-6033, A100-6034, A100-6038, A100-6046, A100-6048, A100-6052, A100-6305, A100-7912, A100-9111, A100-9121, A100-9131, A100-9211, A100-9230, A2081-9031, A4098-9754, A4603-9101, A602, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,4100ES_Fire_Alarm_Control_Unit-Aut-_A602-9102-Nd-naNd
4100ES IDNAC Fire Alarm Control Unit,Autocall,"4100ES, Fire Alarm Control Unit","4100-0056, 4100-0076, 4100-9835, A100-0156, A100-0636, A100-0638, A100-1279, A100-1291, A100-2300, A100-2302, A100-2303, A100-3109, A100-3110, A100-3111, A100-3112, A100-3202, A100-3204, A100-3206, A100-5005, A100-5013, A100-5015, A100-5101, A100-5102, A100-5115, A100-5130, A100-5152, A100-5311, A100-5313, A100-5325, A100-5327, A100-6031, A100-6032, A100-6033, A100-6034, A100-6038, A100-6046, A100-6048, A100-6052, A100-6078, A100-6080, A100-6101, A100-6102, A100-6103, A100-6305, A100-7912, A100-9311, A100-9331, A100-9511, A2081-9031, A4098-9754, A4603-9101, A602, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,4100ES_IDNAC_Fire_Alarm_Control_Unit-Aut-_A602-9102-Nd-naNd
Dual Port RS-232 Module,Autocall,"Networking, Networks, Workstations,Integration",A100-9816,Not Specified,Not Specified,Not Specified,Dual_Port_RS-232_Module-Aut-A100-9816-Nd-naNd
Voltage Monitor Relay,Autocall,Accessories,"A2098, A2098-9735, A4081",Not Specified,Not Specified,Not Specified,Voltage_Monitor_Relay-Aut-_A4081-Nd-naNd
End-of-Line Resistor Harness,Autocall,Accessories,"A4081, A4081-9001, A4081-9002, A4081-9003, A4081-9004, A4081-9005, A4081-9006, A4081-9007, A4081-9008, A4081-9010, A4081-9011, A4081-9012, A4081-9013, A4081-9014, A4081-9017, A4081-9018",Not Specified,Not Specified,Not Specified,End-of-Line_Resistor_Harness-Aut-_A4081-9018-Nd-naNd
IDNet Communications Isolator,Autocall,"Module, Sensors and Initiating Devices","A100-3103, A2081-9044, A4090-9116, A4090-9801, A4090-9802, A4090-9813, A4098-9793",Not Specified,Not Specified,Not Specified,IDNet_Communications_Isolator-Aut-_A4098-9793-Nd-naNd
IDNet Power Isolator,Autocall,"Module, Sensors and Initiating Devices","A2081-9028, A2081-9044, A4090-9116, A4090-9117, A4090-9801, A4090-9802",Not Specified,Not Specified,Not Specified,IDNet_Power_Isolator-Aut-_A4090-9802-Nd-naNd
IAM,Autocall,"Module, Sensors and Initiating Devices","A100-5130, A2081-9044, A2098-9808, A4081-9003, A4081-9005, A4081-9010, A4081-9014, A4081-9022, A4090-5201, A4090-5202, A4090-5203, A4090-5204, A4090-5205, A4090-5206, A4090-9118, A4090-9119, A4090-9121, A4090-9801, A4090-9802, A4090-9806, A4090-9807, A4090-9810, A4090-9813",Not Specified,Not Specified,Not Specified,IAM-Aut-_A4090-9813-Nd-naNd
6 Point Module,Autocall,"Module, Sensors and Initiating Devices","A2081-9044, A4081-9003, A4081-9004, A4081-9005, A4090-9120, A4090-9801, A4090-9802",Not Specified,Not Specified,Not Specified,6_Point_Module-Aut-_A4090-9802-Nd-naNd
4100ES LCD Annunciator,Autocall,"Annunciator, Graphic Annunciator","2975-9206, 733-974, A2081-9044, A4081-9011, A4603-9111, A4606-9101, A4610-9111",Not Specified,Not Specified,Not Specified,4100ES_LCD_Annunciator-Aut-_A4610-9111-Nd-naNd
4007ES LCD Annunciator,Autocall,"4007ES, Annunciator","733-974, A2081-9044, A4081-9011, A4610-9111",Not Specified,Not Specified,Not Specified,4007ES_LCD_Annunciator-Aut-_A4610-9111-Nd-naNd
LCD Annunciator for 4006 Fire Alarm Control Unit,Autocall,"Annunciator, Graphic Annunciator","2975-9206, A2081-9027, A2081-9028, A2081-9044, A4603-9111, A4606-9102, A4610-9111",Not Specified,Not Specified,Not Specified,LCD_Annunciator_for_4006_Fire_Alarm_Control_Unit-Aut-_A4610-9111-Nd-naNd
4010ES LCD Annunciator,Autocall,"Annunciator, Graphic Annunciator","A2081-9028, A2081-9044, A2975-9461, A2975-9462, A2975-9463, A2975-9464, A4606, A4606-9202, A4606-9205",Not Specified,Not Specified,Not Specified,4010ES_LCD_Annunciator-Aut-_A4606-9205-Nd-naNd
Electronic Horn,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2975-9145, 4009-0002, 4901-9856, 4901-9857, 4905-0003, 4905-9910, 4905-9926, 4905-9961, A4901-9820, A4905-9838, A4905-9914, A4905-9922, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9961, A4905-9988, A4905-9989, A4905-9992, A4905-9993, A4906-9101, A4906-9102, A4906-9103, A4906-9104",Not Specified,Not Specified,Not Specified,Electronic_Horn-Aut-_A4906-9104-Nd-naNd
Temporal Code 4 Module,Autocall,"Module, Sensors and Initiating Devices","2905-9946, 2975-9145, 4905-9836, 4905-9839, 4905-9910, 4905-9923, 4905-9924, 4905-9926, 4905-9927, 4905-9928, 4905-9961, A4901-9820, A4902-9716, A4902-9721, A4905-9903, A4905-9915, A4905-9916, A4905-9931, A4905-9937, A4905-9939, A4905-9940, A4905-9941, A4905-9942, A4905-9946, A4905-9947, A4906-9101, A4906-9102, A4906-9103, A4906-9104, A4906-9127, A4906-9129, A4906-9151, A4906-9153, A4906-9154",Not Specified,Not Specified,Not Specified,Temporal_Code_4_Module-Aut-_A4906-9154-Nd-naNd
TrueAlert Isolator+,Autocall,"Module, Sensors and Initiating Devices","4905-9810, 4905-9811, 4905-9812, 4905-9814, A4905-9841, A4905-9842, A4905-9843, A4905-9844, A4905-9845, A4905-9846, A4905-9980, A4905-9981, A4905-9982, A4905-9983, A4905-9985, A4905-9988, A4905-9989, A4905-9991, A4905-9992, A4905-9993, A4905-9994, A4905-9995, A4905-9996, A4905-9997, A49CMTC-WRFIRE, A49CMTC-WRS, A49CMTC-WWFIRE, A49CMTC-WWS, A49CMTVC-WRALT, A49CMTVC-WRFIRE, A49CMTVC-WRS, A49CMTVC-WWALT, A49CMTVC-WWFIRE, A49CMTVC-WWS",Not Specified,Not Specified,Not Specified,TrueAlert_Isolator+-Aut-_A49CMTVC-WWS-Nd-naNd
Status Command/Remote Command Unit,Autocall,"Annunciator, Graphic Annunciator","2975-9206, A2081-9027, A2081-9028, A2081-9044, A4603-9101, A4603-9111, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,Status_Command/Remote_Command_Unit-Aut-_A602-9102-Nd-naNd
MX addressable device,Autocall,"Accessories, MX technology addressable device","4098-5202, A2098-9808, A4098-5214, A4098-5252",Not Specified,Not Specified,Not Specified,MX_addressable_device-Aut-_A4098-5252-Nd-naNd
TrueAlarm Photoelectric Addressable Duct Detector,Autocall,"Duct Detector, Photoelectric Sensor, Sensors and Initiating Devices","4098-9843, 4098-9854, 4098-9855, 4098-9856, 4098-9857, 4098-9858, A2098-9806, A2098-9808, A4081-9008, A4098-9714, A4098-9755, A4098-9756",Not Specified,Not Specified,Not Specified,TrueAlarm_Photoelectric_Addressable_Duct_Detector-Aut-_A4098-9756-Nd-naNd
IDNAC MINIPLEX Transponders,Autocall,"4100ES, Fire Alarm Control Unit","4601-9108, 4601-9109, 4601-9110, 4601-9111, A100-0620, A100-0621, A100-0622, A100-0625, A100-0632, A100-0633, A100-0634, A100-0635, A100-0636, A100-0637, A100-1245, A100-1246, A100-1248, A100-1249, A100-1259, A100-1260, A100-1266, A100-1267, A100-1268, A100-1272, A100-1273, A100-1290, A100-1291, A100-1312, A100-1313, A100-1314, A100-1315, A100-1318, A100-1319, A100-1320, A100-1321, A100-1324, A100-1325, A100-1326, A100-1327, A100-1328, A100-1329, A100-1332, A100-1333, A100-1334, A100-1335, A100-1338, A100-1339, A100-1361, A100-1362, A100-1363, A100-1364, A100-2320, A100-3109, A100-3110, A100-3111, A100-3202, A100-3204, A100-3206, A100-5101, A100-5102, A100-5115, A100-5116, A100-5125, A100-5127, A100-5152, A100-5311, A100-5313, A100-5325, A100-5327, A100-6031, A100-6032, A100-6033, A100-6038, A100-6048, A100-6103, A100-9600, A100-9601, A100-9816, A2081-9031, A4081-9018",Not Specified,Not Specified,Not Specified,IDNAC_MINIPLEX_Transponders-Aut-_A4081-9018-Nd-naNd
MINIPLEX Transponder,Autocall,"4100ES, Fire Alarm Control Unit","A100-0620, A100-0621, A100-0622, A100-0625, A100-0632, A100-0633, A100-0634, A100-0635, A100-0636, A100-0637, A100-1245, A100-1246, A100-1248, A100-1249, A100-1259, A100-1260, A100-1266, A100-1267, A100-1268, A100-1272, A100-1273, A100-1290, A100-1312, A100-1313, A100-1314, A100-1315, A100-1318, A100-1319, A100-1320, A100-1321, A100-1324, A100-1325, A100-1326, A100-1327, A100-1328, A100-1329, A100-1332, A100-1333, A100-1334, A100-1335, A100-1338, A100-1339, A100-1361, A100-1362, A100-1363, A100-1364, A100-2320, A100-3109, A100-3110, A100-3111, A100-3202, A100-3204, A100-3206, A100-5005, A100-5013, A100-5015, A100-5101, A100-5102, A100-5111, A100-5113, A100-5115, A100-5116, A100-5125, A100-5127, A100-5130, A100-5152, A100-6031, A100-6032, A100-6033, A100-6038, A100-6048, A100-6305, A100-9600, A100-9601, A100-9816, A2081-9031, A4081-9018, A4901, A4903, A4904, A4906, Not Specified",Not Specified,Not Specified,Not Specified,MINIPLEX_Transponder-Aut-_na-Nd-naNd
Wall and Ceiling Mount Speaker Appliance,Autocall,"Conventional Speaker, Notification Appliances and Speakers","2975-9145, 4902-9210, 4905-9961, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9988, A4905-9989",Not Specified,Not Specified,Not Specified,Wall_and_Ceiling_Mount_Speaker_Appliance-Aut-_A4905-9989-Nd-naNd
Addressable Electronic Horn,Autocall,"Addressable Notification Appliance, Notification Appliances and Speakers","A4905-9929, A49AO, A49AO-APPLC, A49AO-APPLC-BA, A49AOC-CK, A49AOC-CRALT, A49AOC-CRBAA, A49AOC-CRBAF, A49AOC-CRBF, A49AOC-CRFEU, A49AOC-CRFIRE, A49AOC-CRS, A49AOC-CWALT, A49AOC-CWBAA, A49AOC-CWBAF, A49AOC-CWBF, A49AOC-CWCALT, A49AOC-CWFEU, A49AOC-CWFIRE, A49AOC-CWS, A49WG-SOCR, A49WPBB-SOCR, S49AOC-0001",Not Specified,Not Specified,Not Specified,Addressable_Electronic_Horn-Aut-_S49AOC-0001-Nd-naNd
A49AO Series Audible Only Notification Appliance,Autocall,"Addressable LED Notification Appliance, Notification Appliances and Speakers","2975-9145, 49AV-APPLW-BA, A4905-9929, A4905-9931, A4905-9937, A4905-9940, A49AV, A49AV-APPLW, A49AVC-WRALT, A49AVC-WRFIRE, A49AVC-WRS, A49AVC-WWALT, A49AVC-WWFIRE, A49AVC-WWS, A49MP-AVVOWR, A49MP-AVVOWW",Not Specified,Not Specified,Not Specified,A49AO_Series_Audible_Only_Notification_Appliance-Aut-_A49MP-AVVOWW-Nd-naNd
Addressable Audible/Visible Notification Appliance,Autocall,"Addressable Notification Appliance, Notification Appliances and Speakers","2905-9946, 2975-9145, 49CMT-APPLW-BA, 49CMT-WRF, 49CMT-WRF-BA, 49CMT-WWF, 49CMT-WWF-BA, 49CMTC-WRFEU, 49CMTC-WWBLNG, 49CMTC-WWFEU, A4905-9903, A4905-9929, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9946, A4905-9947, A4905-9996, A4905-9997, A4906-9251, A4906-9253, A4906-9254, A4906-9255, A4906-9256, A49AOC-RBLANK, A49AOC-WBLANK, A49CMP, A49CMP-MTWR, A49CMP-MTWW, A49CMT, A49CMT-APPLW, A49CMTC-WRFIRE, A49CMTC-WRS, A49CMTC-WWFIRE, A49CMTC-WWS",Not Specified,Not Specified,Not Specified,Addressable_Audible/Visible_Notification_Appliance-Aut-_A49CMTC-WWS-Nd-naNd
Audible Notification Appliance,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers",Not Specified,Not Specified,Not Specified,Not Specified,Audible_Notification_Appliance-Aut-na-Nd-naNd
Not Specified,Autocall,"IDNet, Sensors and Initiating Devices","2099-9135, 2099-9761, 2099-9795, 2099-9796, 2099-9797, 2190-9153, 2190-9154, 2190-9155, 2190-9156, 2190-9157, 2190-9158, 2190-9159, 2190-9160, 2190-9162, 2190-9163, 2190-9164, 2190-9169, 2190-9170, 2190-9172, 2190-9173, 4098-9701, 4098-9702, 4098-9703, 4098-9704, 4098-9705, 4098-9706, 4098-9707, 4098-9708, 4098-9709, 4098-9710, 4098-9717, 4098-9752, 4098-9753, 4098-9781, 4098-9782, 4098-9783, 4098-9784, 4098-9785, 4098-9786, 4098-9787, 4098-9797, 4098-9798, 4099-9001, 4099-9002, 4099-9003, 4099-9012, 4099-9020, 4100-0007, 4100-3106, 4100-3107, 4907-9001, A009-9201, A009-9301, A009-9401, A009-9807, A009-9809, A100-1274, A100-3103, A190-9050, A190-9051, A2190-9161, A2975-9227, A4090-9001, A4090-9002, A4090-9005, A4090-9006, A4090-9007, A4090-9008, A4090-9010, A4090-9051, A4090-9101, A4090-9105, A4090-9106, A4090-9107, A4090-9116, A4090-9117, A4090-9118, A4090-9119, A4090-9120, A4090-9121, A4098-9019, A4098-9020, A4098-9714, A4098-9733, A4098-9734, A4098-9750, A4098-9751, A4098-9754, A4098-9755, A4098-9756, A4098-9757, A4098-9770, A4098-9771, A4098-9772, A4098-9773, A4098-9774, A4098-9775, A4098-9776, A4098-9777, A4098-9778, A4098-9779, A4098-9780, A4098-9788, A4098-9789, A4098-9791, A4098-9792, A4098-9793, A4098-9794, A4098-9795, A4098-9796, A4098-XAD-100, A4098-XAD-110, A4098-XAD-200, A4098-XAD-210, A4099-9004, A4099-9005, A4099-9006, A4099-9015, A4099-9021, S4090-0011",Not Specified,Not Specified,Not Specified,na-Aut-_S4090-0011-Nd-naNd
IDNet IAM,Autocall,"Module, Sensors and Initiating Devices","733-893AC, A2081-9044, A4081-9002, A4081-9003, A4081-9004, A4081-9005, A4081-9008, A4090, A4090-9001, A4090-9002, A4090-9007, A4090-9008, A4090-9010, A4090-9051, A4090-9101, A4090-9106, A4090-9116, A4090-9801, A4090-9802, A4090-9806, A4090-9807, A4090-9810, A4090-9813, A4098-9401, A4098-9402, A4098-9403, A4098-9404, A4098-9601, A4098-9602, A4098-9605, A4098-9612, A4098-9613, A4098-9614, A4098-9615, A4098-9683, A4098-9684, A4098-9685, A4098-9788, A4098-9793",Not Specified,Not Specified,Not Specified,IDNet_IAM-Aut-_A4098-9793-Nd-naNd
Analog Monitor Zone Adapter,Autocall,"Analog Monitor Zone Adapter, Sensors and Initiating Devices","A190-9050, A190-9051, A2098-9808, A4090-9002, A4090-9120",Not Specified,Not Specified,Not Specified,Analog_Monitor_Zone_Adapter-Aut-_A4090-9120-Nd-naNd
IDNet Addressable Manual Station,Autocall,"Pull Station, Sensors and Initiating Devices","2099-9803, 2099-9804, 2099-9813, 2099-9814, 2099-9819, 2099-9820, 2099-9822, 2975-9022, 2975-9178, A2099-9828, A4099, A4099-9004, A4099-9005, A4099-9006, A4099-9021, A4099-9805",Not Specified,Not Specified,Not Specified,IDNet_Addressable_Manual_Station-Aut-_A4099-9805-Nd-naNd
Duct Detector,Autocall,"Duct Detector, Photoelectric Sensor, Sensors and Initiating Devices","A2098-9806, A2098-9808, A4098-9714, A4098-9750, A4098-9751, A4098-9819, A4098-9824, A4098-9852, A4098-9853",Not Specified,Not Specified,Not Specified,Duct_Detector-Aut-_A4098-9853-Nd-naNd
4100ES InfoAlarm Command Center with EPS,Autocall,"4100ES, Fire Alarm Control Unit","A100-0640, A100-3111, A100-3112, A100-9314, A100-9352, A100-9401, A100-9403, A100-9441, A100-9443, A100-9512, A100-9513, A4603-9101, A602, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,4100ES_InfoAlarm_Command_Center_with_EPS-Aut-_A602-9102-Nd-naNd
4100ES InfoAlarm Command Center,Autocall,"4100ES, Fire Alarm Control Unit","A100-0640, A100-1291, A100-9114, A100-9122, A100-9151, A100-9152, A100-9212, A100-9213, A100-9222, A100-9243, A100-9244, A100-9245, A100-9401, A100-9403, A100-9441, A100-9443, A100-9607, A100-9609, A100-9612, A100-9614, A4603-9101, A602, A602-9101, A602-9102",Not Specified,Not Specified,Not Specified,4100ES_InfoAlarm_Command_Center-Aut-_A602-9102-Nd-naNd
Graphic Annunciator for 4006 Fire Alarm Control Unit,Autocall,"Annunciator, Graphic Annunciator","A4901-9822, A4905-9921",Not Specified,Not Specified,Not Specified,Graphic_Annunciator_for_4006_Fire_Alarm_Control_Unit-Aut-_A4905-9921-Nd-naNd
Microphone Multiplex Module,Autocall,Accessories,"A100-1210, A100-1240, A100-1244, A100-1274, A100-1290, A100-1311, A4003-9803",Not Specified,Not Specified,Not Specified,Microphone_Multiplex_Module-Aut-_A4003-9803-Nd-naNd
