product_name,brand,product_category,product_code,product_series,business,product_identifier
High-Pressure,Johnson Controls,"Butterfly Valve and Actuator, Electric Actuator, Pneumatic Actuator","VF-999-401, VF-999-402, VF-999-501, VF-999-502, VF-999-503, VF-999-504, VF-999-505, VF-999-506, VF-999-507, VF-999-508, VF-999-509, VFC-025VE-030B, VFC-025VE-030C, VFC-025VE-030E, VFC-025VE-702N, VFC-025VE-702N4, VFC-025VE-722D, VFC-025VE-722D4, VFC-025ZE-030B, VFC-025ZE-030C, VFC-025ZE-030E, VFC-025ZE-702N, VFC-025ZE-702N4, VFC-025ZE-703N, VFC-025ZE-705N4, VFC-025ZE-722D, VFC-025ZE-722D4, VFC-025ZE-723D, VFC-025ZE-725D4, VFC-030VE-030B, VFC-030VE-030C, VFC-030VE-030E, VFC-030VE-702N, VFC-030VE-702N4, VFC-030VE-722D, VFC-030VE-722D4, VFC-030ZE-030B, VFC-030ZE-030C, VFC-030ZE-030E, VFC-030ZE-702N, VFC-030ZE-702N4, VFC-030ZE-703N, VFC-030ZE-705N4, VFC-030ZE-722D, VFC-030ZE-722D4, VFC-030ZE-723D, VFC-030ZE-725D4, VFC-040VE-030B, VFC-040VE-030C, VFC-040VE-030E, VFC-040VE-702N, VFC-040VE-702N4, VFC-040VE-722D, VFC-040VE-722D4, VFC-040ZE-040B, VFC-040ZE-040C, VFC-040ZE-040E, VFC-040ZE-702N, VFC-040ZE-702N4, VFC-040ZE-703N, VFC-040ZE-705N4, VFC-040ZE-722D, VFC-040ZE-722D4, VFC-040ZE-723D, VFC-040ZE-725D4, VFC-050VE-042B, VFC-050VE-042C, VFC-050VE-042E, VFC-050VE-704N, VFC-050VE-705N4, VFC-050VE-724D, VFC-050VE-725D4, VFC-050ZE-042B, VFC-050ZE-042C, VFC-050ZE-042E, VFC-050ZE-705N, VFC-050ZE-705N4, VFC-050ZE-725D, VFC-050ZE-725D4, VFC-060VE-042B, VFC-060VE-042C, VFC-060VE-042E, VFC-060VE-705N, VFC-060VE-705N4, VFC-060VE-725D, VFC-060VE-725D4, VFC-060ZE-050B, VFC-060ZE-050C, VFC-060ZE-050E, VFC-060ZE-706N, VFC-060ZE-707N4, VFC-060ZE-726D, VFC-060ZE-727D4, VFC-080VE-050B, VFC-080VE-050C, VFC-080VE-050E, VFC-080VE-705N, VFC-080VE-705N4, VFC-080VE-706N, VFC-080VE-707N4, VFC-080VE-725D, VFC-080VE-725D4, VFC-080VE-726D, VFC-080VE-727D4, VFC-080ZE-060B, VFC-080ZE-060C, VFC-080ZE-060E, VFC-080ZE-707N, VFC-080ZE-707N4, VFC-080ZE-727D, VFC-080ZE-727D4, VFC-100VE-060B, VFC-100VE-060C, VFC-100VE-060E, VFC-100VE-706N, VFC-100VE-707N, VFC-100VE-707N4, VFC-100VE-726D, VFC-100VE-727D, VFC-100VE-727D4, VFC-100ZE-070B, VFC-100ZE-070C, VFC-100ZE-070E, VFC-100ZE-907N, VFC-100ZE-927D, VFC-120VE-070B, VFC-120VE-070C, VFC-120VE-070E, VFC-120VE-707N, VFC-120VE-708N, VFC-120VE-727D, VFC-120VE-728D, VFC-120ZE-070B, VFC-120ZE-070C, VFC-120ZE-070E, VFC-120ZE-907N, VFC-120ZE-908N, VFC-120ZE-927D, VFC-120ZE-928D, VFC-140VE-070B, VFC-140VE-070C, VFC-140VE-070E, VFC-140VE-907N, VFC-140VE-927D, VFC-140ZE-080B, VFC-140ZE-080C, VFC-140ZE-080E, VFC-140ZE-908N, VFC-140ZE-928D, VFC-160VE-080B, VFC-160VE-080C, VFC-160VE-080E, VFC-160VE-907N, VFC-160VE-908N, VFC-160VE-927D, VFC-160VE-928D, VFM-025VE-000G, VFM-025VE-000M, VFM-025VE-000N, VFM-025ZE-000G, VFM-025ZE-000M, VFM-025ZE-000N, VFM-030VE-000G, VFM-030VE-000M, VFM-030VE-000N, VFM-030ZE-000G, VFM-030ZE-000M, VFM-030ZE-000N, VFM-040VE-000G, VFM-040VE-000M, VFM-040VE-000N, VFM-040ZE-000G, VFM-040ZE-000M, VFM-040ZE-000N, VFM-050VE-000G, VFM-050VE-000M, VFM-050VE-000N, VFM-050ZE-000G, VFM-050ZE-000M, VFM-050ZE-000N, VFM-060VE-000G, VFM-060VE-000M, VFM-060VE-000N, VFM-060ZE-000G, VFM-060ZE-000M, VFM-060ZE-000N, VFM-080VE-000G, VFM-080VE-000N, VFM-080ZE-000G, VFM-080ZE-000N, VFM-100VE-000G, VFM-100VE-000N, VFM-100ZE-000G, VFM-100ZE-000N, VFM-120VE-000G, VFM-120VE-000N, VFM-120ZE-000G, VFM-120ZE-000N, VFM-140VE-000G, VFM-140VE-000N, VFM-140ZE-000G, VFM-140ZE-000N","V-909x, VA-907X",Building Automation and Controls,70b11aba8c3c52bfe3790ddefbeed701a2549199
High-Temperature Butterfly Valve Assemblies,Johnson Controls,"Butterfly Valve and Actuator, Electric Actuator, Pneumatic Actuator","VF-999-401, VF-999-402, VF-999-501, VF-999-502, VF-999-503, VF-999-504, VF-999-505, VF-999-506, VF-999-507, VF-999-508, VF-999-509, VFC-025VE-030B, VFC-025VE-030C, VFC-025VE-030E, VFC-025VE-702N, VFC-025VE-702N4, VFC-025VE-722D, VFC-025VE-722D4, VFC-025ZE-030B, VFC-025ZE-030C, VFC-025ZE-030E, VFC-025ZE-702N, VFC-025ZE-702N4, VFC-025ZE-703N, VFC-025ZE-705N4, VFC-025ZE-722D, VFC-025ZE-722D4, VFC-025ZE-723D, VFC-025ZE-725D4, VFC-030VE-030B, VFC-030VE-030C, VFC-030VE-030E, VFC-030VE-702N, VFC-030VE-702N4, VFC-030VE-722D, VFC-030VE-722D4, VFC-030ZE-030B, VFC-030ZE-030C, VFC-030ZE-030E, VFC-030ZE-702N, VFC-030ZE-702N4, VFC-030ZE-703N, VFC-030ZE-705N4, VFC-030ZE-722D, VFC-030ZE-722D4, VFC-030ZE-723D, VFC-030ZE-725D4, VFC-040VE-030B, VFC-040VE-030C, VFC-040VE-030E, VFC-040VE-702N, VFC-040VE-702N4, VFC-040VE-722D, VFC-040VE-722D4, VFC-040ZE-040B, VFC-040ZE-040C, VFC-040ZE-040E, VFC-040ZE-702N, VFC-040ZE-702N4, VFC-040ZE-703N, VFC-040ZE-705N4, VFC-040ZE-722D, VFC-040ZE-722D4, VFC-040ZE-723D, VFC-040ZE-725D4, VFC-050VE-042B, VFC-050VE-042C, VFC-050VE-042E, VFC-050VE-704N, VFC-050VE-705N4, VFC-050VE-724D, VFC-050VE-725D4, VFC-050ZE-042B, VFC-050ZE-042C, VFC-050ZE-042E, VFC-050ZE-705N, VFC-050ZE-705N4, VFC-050ZE-725D, VFC-050ZE-725D4, VFC-060VE-042B, VFC-060VE-042C, VFC-060VE-042E, VFC-060VE-705N, VFC-060VE-705N4, VFC-060VE-725D, VFC-060VE-725D4, VFC-060ZE-050B, VFC-060ZE-050C, VFC-060ZE-050E, VFC-060ZE-706N, VFC-060ZE-707N4, VFC-060ZE-726D, VFC-060ZE-727D4, VFC-080VE-050B, VFC-080VE-050C, VFC-080VE-050E, VFC-080VE-705N, VFC-080VE-705N4, VFC-080VE-706N, VFC-080VE-707N4, VFC-080VE-725D, VFC-080VE-725D4, VFC-080VE-726D, VFC-080VE-727D4, VFC-080ZE-060B, VFC-080ZE-060C, VFC-080ZE-060E, VFC-080ZE-707N, VFC-080ZE-707N4, VFC-080ZE-727D, VFC-080ZE-727D4, VFC-100VE-060B, VFC-100VE-060C, VFC-100VE-060E, VFC-100VE-706N, VFC-100VE-707N, VFC-100VE-707N4, VFC-100VE-726D, VFC-100VE-727D, VFC-100VE-727D4, VFC-100ZE-070B, VFC-100ZE-070C, VFC-100ZE-070E, VFC-100ZE-907N, VFC-100ZE-927D, VFC-120VE-070B, VFC-120VE-070C, VFC-120VE-070E, VFC-120VE-707N, VFC-120VE-708N, VFC-120VE-727D, VFC-120VE-728D, VFC-120ZE-070B, VFC-120ZE-070C, VFC-120ZE-070E, VFC-120ZE-907N, VFC-120ZE-908N, VFC-120ZE-927D, VFC-120ZE-928D, VFC-140VE-070B, VFC-140VE-070C, VFC-140VE-070E, VFC-140VE-907N, VFC-140VE-927D, VFC-140ZE-080B, VFC-140ZE-080C, VFC-140ZE-080E, VFC-140ZE-908N, VFC-140ZE-928D, VFC-160VE-080B, VFC-160VE-080C, VFC-160VE-080E, VFC-160VE-907N, VFC-160VE-908N, VFC-160VE-927D, VFC-160VE-928D, VFM-025VE-000G, VFM-025VE-000M, VFM-025VE-000N, VFM-025ZE-000G, VFM-025ZE-000M, VFM-025ZE-000N, VFM-030VE-000G, VFM-030VE-000M, VFM-030VE-000N, VFM-030ZE-000G, VFM-030ZE-000M, VFM-030ZE-000N, VFM-040VE-000G, VFM-040VE-000M, VFM-040VE-000N, VFM-040ZE-000G, VFM-040ZE-000M, VFM-040ZE-000N, VFM-050VE-000G, VFM-050VE-000M, VFM-050VE-000N, VFM-050ZE-000G, VFM-050ZE-000M, VFM-050ZE-000N, VFM-060VE-000G, VFM-060VE-000M, VFM-060VE-000N, VFM-060ZE-000G, VFM-060ZE-000M, VFM-060ZE-000N, VFM-080VE-000G, VFM-080VE-000N, VFM-080ZE-000G, VFM-080ZE-000N, VFM-100VE-000G, VFM-100VE-000N, VFM-100ZE-000G, VFM-100ZE-000N, VFM-120VE-000G, VFM-120VE-000N, VFM-120ZE-000G, VFM-120ZE-000N, VFM-140VE-000G, VFM-140VE-000N, VFM-140ZE-000G, VFM-140ZE-000N","V-909x, VA-907X",Building Automation and Controls,9cba71f2947c96f2d772285c43cbd253360174bf
AO WP Ceiling Mount Horn,Autocall,"Notification Appliances and Speakers, TrueAlert ES Addressable Speaker","49AV-APPLC, A4905-9929, A49AV, A49AV-APPLC, A49AV-APPLC-BA, A49AVC-CK, A49AVC-CRALT, A49AVC-CRBAA, A49AVC-CRBAF, A49AVC-CRBF, A49AVC-CRFEU, A49AVC-CRFIRE, A49AVC-CRS, A49AVC-CWALT, A49AVC-CWBAA, A49AVC-CWBAF, A49AVC-CWBF, A49AVC-CWCALT, A49AVC-CWFEU, A49AVC-CWFIRE, A49AVC-CWS, A49AVH, A49AVH-APPLC, A49AVH-APPLC-BA, A49AVH-APPLCA, A49AVH-APPLCA-BA, A49AVH-APPLCB, A49AVH-APPLCB-BA, A49WG-SVWCR, A49WGBB-SVCR-O, A49WPBB-SVCR, A49WPBB-SVCW, S49AVC-0001",Not Specified,Not Specified,1ae8d3236b9ebce1b9f022d30c2c116633dad985
A/V Appliances,Autocall,"Notification Appliances and Speakers, TrueAlert ES Addressable Speaker",Not Specified,Not Specified,Not Specified,c81cc369a8863b7056b5ce255954285087d1cceb
WP Ceiling Mount Multi-Candela Horn/Strobe,Autocall,"Notification Appliances and Speakers, TrueAlert ES Addressable Speaker",Not Specified,Not Specified,Not Specified,c2c3d00cfd7c7308de15a68dfcc3fc2c444d751d
Network System Integrator,Autocall,"Networking, Networks, Workstations,Integration","2975-9206, 4602-9110, 4602-9112, A4603-9101, A602, A602-2201, A602-2202, A602-5001, A602-6001, A602-7001, A602-7101, A602-8001, A602-8103, A602-8901, A602-8902, A602-9101, A602-9102, A602-9111, A602-9150",Not Specified,Not Specified,fbbb0da27dc261f48a2396f13084de78835dd8ee
VO WP Ceiling Mount Strobe,Autocall,"Notification Appliances and Speakers, TrueAlert ES Addressable Speaker",Not Specified,Not Specified,Not Specified,b300dcf23cf019bc05dd3aca7fc23c768fdf0177
M9000-3xx Series Weather Shield Enclosures,Johnson Controls,Electric Damper Actuators,M9000-3xx,M9000-3xx,Building Automation and Controls,a88cc856607b8df95b7d51d441f4f3e96f2a37c1
V-909x,Johnson Controls,"Butterfly Valve and Actuator, Pneumatic Actuator","VFC-020HB-020B, VFC-020HB-020C, VFC-020HB-020E, VFC-025HB-020B, VFC-025HB-020C, VFC-025HB-020E, VFC-030HB-020B, VFC-030HB-020C, VFC-030HB-020E, VFC-040HB-030B, VFC-040HB-030C, VFC-040HB-030E, VFC-040LB-030B, VFC-040LB-030C, VFC-050HB-030B, VFC-050HB-030C, VFC-050HB-030E, VFC-050LB-030B, VFC-050LB-030C, VFC-050LB-030E, VFC-060HB-030B, VFC-060HB-030C, VFC-060HB-030E, VFC-060LB-030B, VFC-060LB-030C, VFC-060LB-030E, VFC-060NB-030B, VFC-060NB-030C, VFC-060NB-030E, VFC-080HB-042B, VFC-080HB-042C, VFC-080HB-042E, VFC-080LB-042B, VFC-080LB-042C, VFC-080LB-042E, VFC-080NB-042B, VFC-080NB-042C, VFC-080NB-042E, VFC-100HB-060B, VFC-100HB-060C, VFC-100HB-060E, VFC-100LB-042B, VFC-100LB-042C, VFC-100LB-042E, VFC-120HB-060B, VFC-120HB-060C, VFC-120HB-060E, VFC-120LB-042B, VFC-120LB-042C, VFC-120LB-042E, VFC-140HC-060B, VFC-140HC-060C, VFC-140HC-060E, VFC-140LC-060B, VFC-140LC-060C, VFC-140LC-060E, VFC-160HC-070B, VFC-160HC-070C, VFC-160HC-070E, VFC-160LC-060B, VFC-160LC-060C, VFC-160LC-060E, VFC-180HC-070B, VFC-180HC-070C, VFC-180HC-070E, VFC-180LC-070C, VFC-180LC-070E, VFC-180LC-080B, VFC-200HC-080B, VFC-200HC-080C, VFC-200HC-080E, VFC-200LC-070B, VFC-200LC-070C, VFC-200LC-070E","Industrial-Grade, Non-Spring-Return, Two-Way, V-909x High-Pressure Pneumatically Actuated",Building Automation and Controls,cff2e887a24224100a69536e79ce21be6d8bca4f
Ceiling Mount Addressable Speaker Notification Appliance,Autocall,"Sensors and Initiating Devices, TrueAlert ES Addressable Speaker",Not Specified,Not Specified,Not Specified,9d93368c03d3276d95aff51b8b31e9b86d79b697
MS-FIT100-0 Field Inspection Tool,Metasys,Software Application,Not Specified,Not Specified,Building Automation and Controls,3397f7fabb48cbbc3f7ba386960ef97ab4a412c7
V-919x,Johnson Controls,"Butterfly Valve and Actuator, Electric Actuator, Pneumatic Actuator","VFC-025VE-360B, VFC-025VE-360C, VFC-025VE-360E, VFC-025ZE-432B, VFC-025ZE-432C, VFC-025ZE-432E, VFC-030VE-360B, VFC-030VE-360C, VFC-030VE-360E, VFC-030ZE-442B, VFC-030ZE-442C, VFC-030ZE-442E, VFC-040VE-430B, VFC-040VE-430C, VFC-040VE-430E, VFC-040ZE-452B, VFC-040ZE-452C, VFC-040ZE-452E, VFC-050VE-462B, VFC-050VE-462C, VFC-050VE-462E, VFC-050ZE-650B, VFC-050ZE-650C, VFC-050ZE-650E, VFC-060VE-550B, VFC-060VE-550C, VFC-060VE-550E, VFC-060ZE-660B, VFC-060ZE-660C, VFC-060ZE-660E, VFC-080VE-650B, VFC-080VE-650C, VFC-080VE-650E, VFC-080ZE-750B, VFC-080ZE-750C, VFC-080ZE-750E, VFC-100VE-750B, VFC-100VE-750C, VFC-100VE-750E, VFC-100ZE-840B, VFC-100ZE-840C, VFC-100ZE-840E, VFC-120VE-830B, VFC-120VE-830C, VFC-120VE-830E, VFC-120ZE-850B, VFC-120ZE-850C, VFC-120ZE-850E, VFC-140VE-850B, VFC-140VE-850C, VFC-140VE-850E, VFD-020HB-330B, VFD-020HB-330C, VFD-020HB-330E, VFD-025HB-340B, VFD-025HB-340C, VFD-025HB-340E, VFD-030HB-340B, VFD-030HB-340C, VFD-030HB-340E, VFD-040HB-432B, VFD-040HB-432C, VFD-040HB-432E, VFD-040LB-340B, VFD-040LB-340C, VFD-040LB-340E, VFD-050HB-442B, VFD-050HB-442C, VFD-050HB-442E, VFD-050LB-432B, VFD-050LB-432C, VFD-050LB-432E, VFD-060HB-530B, VFD-060HB-530C, VFD-060HB-530E, VFD-060LB-442B, VFD-060LB-442C, VFD-060LB-442E, VFD-060NB-442B, VFD-060NB-442C, VFD-060NB-442E, VFD-080HB-640B, VFD-080HB-640C, VFD-080HB-640E, VFD-080HB-640N, VFD-080LB-530B, VFD-080LB-530C, VFD-080LB-530E, VFD-080NB-530B, VFD-080NB-530C, VFD-080NB-530E, VFD-100HB-740B, VFD-100HB-740C, VFD-100HB-740E, VFD-100LB-640B, VFD-100LB-640C, VFD-100LB-640E, VFD-120HB-830B, VFD-120HB-830C, VFD-120HB-830E, VFD-120LB-740B, VFD-120LB-740C, VFD-120LB-740E, VFD-120LB-740N, VFE-020HB-330B, VFE-020HB-330C, VFE-020HB-330E, VFE-025HB-340B, VFE-025HB-340C, VFE-025HB-340E, VFE-030HB-340B, VFE-030HB-340C, VFE-030HB-340E, VFE-040HB-432B, VFE-040HB-432C, VFE-040HB-432E, VFE-040LB-340B, VFE-040LB-340C, VFE-040LB-340E, VFE-050HB-442B, VFE-050HB-442C, VFE-050HB-442E, VFE-050LB-432B, VFE-050LB-432C, VFE-050LB-432E, VFE-060HB-530B, VFE-060HB-530C, VFE-060HB-530E, VFE-060LB-442B, VFE-060LB-442C, VFE-060LB-442E, VFE-060NB-442B, VFE-060NB-442C, VFE-060NB-442E, VFE-080HB-640B, VFE-080HB-640C, VFE-080HB-640E, VFE-080LB-530B, VFE-080LB-530C, VFE-080LB-530E, VFE-080NB-530B, VFE-080NB-530C, VFE-080NB-530E, VFE-100HB-740B, VFE-100HB-740C, VFE-100HB-740E, VFE-100LB-640B, VFE-100LB-640C, VFE-100LB-640E, VFE-120HB-830B, VFE-120HB-830C, VFE-120HB-830E, VFE-120LB-740B, VFE-120LB-740C, VFE-120LB-740E, VFF-020HB-330B, VFF-020HB-330C, VFF-020HB-330E, VFF-025HB-340B, VFF-025HB-340C, VFF-025HB-340E, VFF-030HB-340B, VFF-030HB-340C, VFF-030HB-340E, VFF-040HB-432B, VFF-040HB-432C, VFF-040HB-432E, VFF-040LB-340B, VFF-040LB-340C, VFF-040LB-340E, VFF-050HB-442B, VFF-050HB-442C, VFF-050HB-442E, VFF-050LB-432B, VFF-050LB-432C, VFF-050LB-432E, VFF-060HB-530B, VFF-060HB-530C, VFF-060HB-530E, VFF-060LB-442B, VFF-060LB-442C, VFF-060LB-442E, VFF-060NB-442B, VFF-060NB-442C, VFF-060NB-442E, VFF-080HB-640B, VFF-080HB-640C, VFF-080HB-640E, VFF-080HB-640N, VFF-080LB-530B, VFF-080LB-530C, VFF-080LB-530E, VFF-080NB-530B, VFF-080NB-530C, VFF-080NB-530E, VFF-100HB-740B, VFF-100HB-740C, VFF-100HB-740E, VFF-100LB-640B, VFF-100LB-640C, VFF-100LB-640E, VFF-120HB-830B, VFF-120HB-830C, VFF-120HB-830E, VFF-120LB-740B, VFF-120LB-740C, VFF-120LB-740E, VFG-020HB-330B, VFG-020HB-330C, VFG-020HB-330E, VFG-025HB-340B, VFG-025HB-340C, VFG-025HB-340E, VFG-030HB-340B, VFG-030HB-340C, VFG-030HB-340E, VFG-040HB-432B, VFG-040HB-432C, VFG-040HB-432E, VFG-040LB-340B, VFG-040LB-340C, VFG-040LB-340E, VFG-050HB-442B, VFG-050HB-442C, VFG-050HB-442E, VFG-050LB-432B, VFG-050LB-432C, VFG-050LB-432E, VFG-060HB-530B, VFG-060HB-530C, VFG-060HB-530E, VFG-060LB-442B, VFG-060LB-442C, VFG-060LB-442E, VFG-060NB-442B, VFG-060NB-442C, VFG-060NB-442E, VFG-080HB-640B, VFG-080HB-640C, VFG-080HB-640E, VFG-080LB-530B, VFG-080LB-530C, VFG-080LB-530E, VFG-080NB-530B, VFG-080NB-530C, VFG-080NB-530E, VFG-100HB-740B, VFG-100HB-740C, VFG-100HB-740E, VFG-100LB-640B, VFG-100LB-640C, VFG-100LB-640E, VFG-120HB-830B, VFG-120HB-830C, VFG-120HB-830E, VFG-120LB-740B, VFG-120LB-740C, VFG-120LB-740E, VFN-025VE-340B, VFN-025VE-340C, VFN-025VE-340E, VFN-025ZE-422B, VFN-025ZE-422C, VFN-025ZE-422E, VFN-030VE-340B, VFN-030VE-340C, VFN-030VE-340E, VFN-030ZE-422B, VFN-030ZE-422C, VFN-030ZE-422E, VFN-040VE-440B, VFN-040VE-440C, VFN-040VE-440E, VFN-040ZE-432B, VFN-040ZE-432C, VFN-040ZE-432E, VFN-050VE-530B, VFN-050VE-530C, VFN-050VE-530E, VFN-050ZE-630B, VFN-050ZE-630C, VFN-050ZE-630E, VFN-060VE-530B, VFN-060VE-530C, VFN-060VE-530E, VFN-060ZE-630B, VFN-060ZE-630C, VFN-060ZE-630E, VFN-080VE-630B, VFN-080VE-630C, VFN-080VE-630E, VFN-080ZE-730B, VFN-080ZE-730C, VFN-080ZE-730E, VFN-100VE-730B, VFN-100VE-730C, VFN-100VE-730E, VFN-100ZE-830B, VFN-100ZE-830C, VFN-100ZE-830E, VFN-120VE-820B, VFN-120VE-820C, VFN-120VE-820E, VFN-120ZE-840B, VFN-120ZE-840C, VFN-120ZE-840E, VFN-140VE-830B, VFN-140VE-830C, VFN-140VE-830E","Industrial-Grade, Spring-Return, Two-Way, V-919x, V-919x High-Pressure Pneumatically Actuated",Building Automation and Controls,9b538010d1195b1b466d23240e11e2d95a58e4a7
Non-Spring-Return,Johnson Controls,"Butterfly Valve and Actuator, Pneumatic Actuator","VFC-025VE-030B, VFC-025VE-030C, VFC-025VE-030E, VFC-025ZE-030B, VFC-025ZE-030C, VFC-025ZE-030E, VFC-030VE-030B, VFC-030VE-030C, VFC-030VE-030E, VFC-030ZE-030B, VFC-030ZE-030C, VFC-030ZE-030E, VFC-040LB-030E, VFC-040VE-030B, VFC-040VE-030C, VFC-040VE-030E, VFC-040ZE-040B, VFC-040ZE-040C, VFC-040ZE-040E, VFC-050VE-042B, VFC-050VE-042C, VFC-050VE-042E, VFC-050ZE-042B, VFC-050ZE-042C, VFC-050ZE-042E, VFC-060VE-042B, VFC-060VE-042C, VFC-060VE-042E, VFC-060ZE-050B, VFC-060ZE-050C, VFC-060ZE-050E, VFC-080VE-050B, VFC-080VE-050C, VFC-080VE-050E, VFC-080ZE-060B, VFC-080ZE-060C, VFC-080ZE-060E, VFC-100VE-060B, VFC-100VE-060C, VFC-100VE-060E, VFC-100ZE-070B, VFC-100ZE-070C, VFC-100ZE-070E, VFC-120VE-070B, VFC-120VE-070C, VFC-120VE-070E, VFC-120ZE-070B, VFC-120ZE-070C, VFC-120ZE-070E, VFC-140VE-070B, VFC-140VE-070C, VFC-140VE-070E, VFC-140ZE-080B, VFC-140ZE-080C, VFC-140ZE-080E, VFC-160VE-080B, VFC-160VE-080C, VFC-160VE-080E, VFD-020HB-020B, VFD-020HB-020C, VFD-020HB-020E, VFD-025HB-020B, VFD-025HB-020C, VFD-025HB-020E, VFD-030HB-020B, VFD-030HB-020C, VFD-030HB-020E, VFD-040HB-030B, VFD-040HB-030C, VFD-040HB-030E, VFD-040LB-030B, VFD-040LB-030C, VFD-040LB-030E, VFD-040LB-030N, VFD-050HB-030B, VFD-050HB-030C, VFD-050HB-030E, VFD-050LB-030B, VFD-050LB-030C, VFD-050LB-030E, VFD-050LB-030N, VFD-060HB-040B, VFD-060HB-040C, VFD-060HB-040E, VFD-060LB-030B, VFD-060LB-030C, VFD-060LB-030E, VFD-060NB-030B, VFD-060NB-030C, VFD-060NB-030E, VFD-080HB-042B, VFD-080HB-042C, VFD-080HB-042E, VFD-080LB-042B, VFD-080LB-042C, VFD-080LB-042E, VFD-080NB-042B, VFD-080NB-042C, VFD-080NB-042E, VFD-100HB-060B, VFD-100HB-060C, VFD-100HB-060E, VFD-100LB-042B, VFD-100LB-042C, VFD-100LB-042E, VFD-120HB-060B, VFD-120HB-060C, VFD-120HB-060E, VFD-120LB-060B, VFD-120LB-060C, VFD-120LB-060E, VFD-120LB-060N, VFE-020HB-020B, VFE-020HB-020C, VFE-020HB-020E, VFE-025HB-020B, VFE-025HB-020C, VFE-025HB-020E, VFE-030HB-020B, VFE-030HB-020C, VFE-030HB-020E, VFE-040HB-030B, VFE-040HB-030C, VFE-040HB-030E, VFE-040LB-030B, VFE-040LB-030C, VFE-040LB-030E, VFE-040LB-030N, VFE-050HB-030B, VFE-050HB-030C, VFE-050HB-030E, VFE-050LB-030B, VFE-050LB-030C, VFE-050LB-030E, VFE-050LB-030N, VFE-060HB-040B, VFE-060HB-040C, VFE-060HB-040E, VFE-060LB-030B, VFE-060LB-030C, VFE-060LB-030E, VFE-060NB-030B, VFE-060NB-030C, VFE-060NB-030E, VFE-080HB-042B, VFE-080HB-042C, VFE-080HB-042E, VFE-080LB-042B, VFE-080LB-042C, VFE-080LB-042E, VFE-080NB-042B, VFE-080NB-042C, VFE-080NB-042E, VFE-100HB-060B, VFE-100HB-060C, VFE-100HB-060E, VFE-100LB-042B, VFE-100LB-042C, VFE-100LB-042E, VFE-120HB-060B, VFE-120HB-060C, VFE-120HB-060E, VFE-120LB-060B, VFE-120LB-060C, VFE-120LB-060E, VFF-020HB-020B, VFF-020HB-020C, VFF-020HB-020E, VFF-025HB-020B, VFF-025HB-020C, VFF-025HB-020E, VFF-030HB-020B, VFF-030HB-020C, VFF-030HB-020E, VFF-040HB-030B, VFF-040HB-030C, VFF-040HB-030E, VFF-040LB-030B, VFF-040LB-030C, VFF-040LB-030E, VFF-040LB-030N, VFF-050HB-030B, VFF-050HB-030C, VFF-050HB-030E, VFF-050LB-030B, VFF-050LB-030C, VFF-050LB-030E, VFF-050LB-030N, VFF-060HB-040B, VFF-060HB-040C, VFF-060HB-040E, VFF-060LB-030B, VFF-060LB-030C, VFF-060LB-030E, VFF-060NB-030B, VFF-060NB-030C, VFF-060NB-030E, VFF-080HB-042B, VFF-080HB-042C, VFF-080HB-042E, VFF-080LB-042B, VFF-080LB-042C, VFF-080LB-042E, VFF-080NB-042B, VFF-080NB-042C, VFF-080NB-042E, VFF-100HB-060B, VFF-100HB-060C, VFF-100HB-060E, VFF-100LB-042B, VFF-100LB-042C, VFF-100LB-042E, VFF-120HB-060B, VFF-120HB-060C, VFF-120HB-060E, VFF-120LB-060B, VFF-120LB-060C, VFF-120LB-060E, VFG-020HB-020B, VFG-020HB-020C, VFG-020HB-020E, VFG-025HB-020B, VFG-025HB-020C, VFG-025HB-020E, VFG-030HB-020B, VFG-030HB-020C, VFG-030HB-020E, VFG-040HB-030B, VFG-040HB-030C, VFG-040HB-030E, VFG-040LB-030B, VFG-040LB-030C, VFG-040LB-030E, VFG-040LB-030N, VFG-050HB-030B, VFG-050HB-030C, VFG-050HB-030E, VFG-050LB-030B, VFG-050LB-030C, VFG-050LB-030E, VFG-050LB-030N, VFG-060HB-040B, VFG-060HB-040C, VFG-060HB-040E, VFG-060LB-030B, VFG-060LB-030C, VFG-060LB-030E, VFG-060NB-030B, VFG-060NB-030C, VFG-060NB-030E, VFG-080HB-042B, VFG-080HB-042C, VFG-080HB-042E, VFG-080LB-042B, VFG-080LB-042C, VFG-080LB-042E, VFG-080NB-042B, VFG-080NB-042C, VFG-080NB-042E, VFG-100HB-060B, VFG-100HB-060C, VFG-100HB-060E, VFG-100LB-042B, VFG-100LB-042C, VFG-100LB-042E, VFG-120HB-060B, VFG-120HB-060C, VFG-120HB-060E, VFG-120LB-060B, VFG-120LB-060C, VFG-120LB-060E",V-909x,Building Automation and Controls,ecc1fdb93cac3bf2954d2ebc8bfaa532ab7934de
