product_name,product_brand,product_category,product_code,product_series,product_part_number,business
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE10.1‐UG‐0451‐1,Access Control
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3221,TC,24-7664-03507,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3222,TC,24-7664-03515,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3223,TC,24-7664-03523,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3224N9R,TC,24-7664-03531,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3B21,TC,24-7664-03558,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3B22,TC,24-7664-03566,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3B23,TC,24-7664-03574,Building Automation and Controls
TC Series Panel-Mount Refrigeration Controller,PENN Controls,"Electronic Refrigeration, Defrost,Multi-Purpose Controller",TC3X21,TC,24-7664-03582,Building Automation and Controls
TEC3000 Thermostat,Johnson Controls,"Network Thermostat, Wireless Thermostat","TEC3622-16-000, TEC3631-16-000, TEC3630-15-000, TEC3022-14-000, TEC3322-15-000, TEC3331-16-000, TEC3312-16-000, TEC3330-16-000, TEC3623-14-000, TEC3323-16-000, TEC3030-15-000, TEC3631-14-000, TEC3012-16-000, TEC3312-15-000, TEC3012-13-000, TEC3023-14-000, TEC3312-13-000, TEC3031-16-000, TEC3313-13-000, TEC3323-14-000, TEC3331-13-000, TEC3312-14-000, TEC3613-16-000, TEC3613-15-000, TEC3030-13-000, TEC3330-13-000, TEC3630-16-000, TEC3313-16-000, TEC3013-15-000, TEC3612-15-000, TEC3031-15-000, TEC3613-13-000, TEC3623-13-000, TEC3023-15-000, TEC3322-14-000, TEC3331-14-000, TEC3630-13-000, TEC3322-13-000, TEC3631-15-000, TEC3623-15-000, TEC3013-14-000, TEC3322-16-000, TEC3630-14-000, TEC3031-13-000, TEC3023-13-000, TEC3313-15-000, TEC3030-16-000, TEC3612-14-000, TEC3613-14-000, TEC3013-16-000, TEC3030-14-000, TEC3022-13-000, TEC3013-13-000, TEC3323-13-000, TEC3022-15-000, TEC3612-16-000, TEC3622-15-000, TEC3313-14-000, TEC3012-14-000, TEC3331-15-000, TEC3623-16-000, TEC3023-16-000, TEC3631-13-000, TEC3012-15-000, TEC3622-13-000, TEC3031-14-000, TEC3330-14-000, TEC3022-16-000, TEC3622-14-000, TEC3323-15-000, TEC3330-15-000, TEC3612-13-000",Not Specified,Not Specified,Building Automation and Controls
Metasys Server,Metasys,Server,"MS-ADXxxx-x, MS-ADSxxx-x",Not Specified,Not Specified,Building Automation and Controls
Metasys Server,Metasys,Server,"MS-ADSLE5U-x, MS-ADSLA5U-x",Not Specified,Not Specified,Building Automation and Controls
Metasys Server Lite,Metasys,Server,"MS-ADSLE5U-x, MS-ADSLA5U-x",Not Specified,Not Specified,Building Automation and Controls
M4-SNE10500-0,Metasys,Supervisory Device,Not Specified,Not Specified,Not Specified,Building Automation and Controls
M4-SNE11000-0,Metasys,Supervisory Device,Not Specified,Not Specified,Not Specified,Building Automation and Controls
M4-SNE110L0-0,Metasys,Supervisory Device,Not Specified,Not Specified,Not Specified,Building Automation and Controls
M4-SNE22000-0,Metasys,Supervisory Device,Not Specified,Not Specified,Not Specified,Building Automation and Controls
Network Engine,Metasys,Supervisory Device,"M4-SNE10500-0, M4-SNE110L0-0, M4-SNE11000-0, M4-SNE22000-0",Not Specified,24-10143-01647,Building Automation and Controls
IDNAC Repeater,Autocall,"4100ES, Fire Alarm Control Unit","A009-9601, A4905-9929, A2975-9813, 2081-9272, 2081-9275, 2081-9274, A009-9801, A2975-9812, A009-9814, A009-9602",Not Specified,Not Specified,Not Specified
4010ES IDNAC Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","A010-9621BA, 4100-9845, A100-9443, A100-5128, 4100-7400, A010-9918, 4100-9843, A602-9150, A602-7001, A010-9602BA, 4100-9855, A010-9624BA, A602-9101, A010-9624, A010-9901, A100-7401, A010-9911, A010-9602, A100-7403, A010-9601, A010-9908, A010-6305, A010-9621, A010-9623BA, A010-9622BA, A010-9912, A100-8802, A010-9909, A100-9401, A4098-9754, A100-9403, A010-9935, A010-9623, A602-9102, A010-9622, A010-9930, A010-9916, A100-7402, A100-9441, A602-7101, A100-7404, 4010-8810, A010-9914, A010-9928, A100-9400, 4100-9844, A010-9915, A100-0650, A602-6001, A010-9929, A4081, A4606-9102, A602, A010-6310",Not Specified,Not Specified,Not Specified
4010ES International Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","A4090-9006, A2080, A2080-9059, A2080-9056, A2081-9044, A2080-9057, A4090-9001, A2080-9070, A2080-9069, 4090-9812, A2975-9227, 4010-9830, A2080-9060, A4090-9005, A2081-9046",Not Specified,Not Specified,Not Specified
4010ES Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","4090-9812, A2081-9044, A2080-9070, A4090-9005, A2080-9056, A2080, A2080-9069, A2975-9227, A4090-9006, 4010-9830, A2080-9059, A2080-9060, A2080-9057, A2081-9046, A4090-9001",Not Specified,Not Specified,Not Specified
4010ES Fire Alarm Control Unit,Autocall,"4010ES, Fire Alarm Control Unit","4100-9845, A100-9443, A100-5128, 4100-7400, A010-9918, 4100-9843, A4904, A2081-0012, S4090-0011, A4098-9710, A010-9426, A010-9426BA, A4010-9423, A4606-9102, A602-7001, A4010-0009, 4100-9855, A602-9150, A010-9421BA, 4100-0296, A602-9101, 4100-0292, A010-9901, S4003-0002, A4010-9430, A100-7401, A010-9911, A100-7403, A4906, A4010-9923, A010-9425, A010-9908, 4100-0295, A010-6305, A100-8802, A010-9912, A100-9401, A010-9909, A4010-9910, A4098-9754, A100-9403, A010-9421, 4010-0831, A010-9935, 4010-9405, A4098-9757, A602-9102, A010-9916, A4010-9428, 4010-9401BA, 4010-9402BA, A100-7402, A100-9441, A4010-9921, 4100-0298, A010-9422, A100-7404, A4903, A602, A602-7101, S4100-0063, 4010-8810, 4010-9403, A010-9914, A010-9928, A100-9400, A4010-0004, A4190-6105, 4100-9844, A010-9915, A4901, A010-9402, A100-0650, A010-9401, 4010-9406, A010-9422BA, A602-6001, A010-9425BA, A010-9929, A4081, A4010-9922, 4010-9404, A010-6310",Not Specified,Not Specified,Not Specified
Electronic Horn,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
Wall and Ceiling Mount Speaker Appliance,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
BACpac Ethernet Portal Module,Autocall,"Integration, Networks, Workstations,Integration","A100-6038, A100-6111, A100-6069, A010-9918, A100-6110, A010-9915",Not Specified,Not Specified,Not Specified
M9203-AGx-2Z,Johnson Controls,Electric Actuator,"M9203-AGA-2Z, M9203-AGA-2, M9203-AGB-2Z, M9203-AGB-2",Not Specified,34-1791-8,Building Automation and Controls
M9203-Bxx-2Z,Johnson Controls,Electric Actuator,"M9203-BUB-2Z, M9203-BGB-2, M9203-BGA-2, M9203-BUA-2, M9203-BUB-2, M9203-BUA-2Z",Not Specified,34-1791-24,Building Automation and Controls
M9203-GGx-2Z,Johnson Controls,Electric Actuator,"M9203-GGA-2Z, M9203-GGB-2, M9203-GGA-2, M9203-GGB-2Z",Not Specified,34-1791-16,Building Automation and Controls
M9203-xxx-2Z,Johnson Controls,Electric Actuator,"M9203-GGA-2Z, M9203-BUB-2Z, M9203-BGB-2, M9203-BGA-2, M9203-AGB-2Z, M9203-BUA-2, M9203-GGA-2, M9203-GGB-2Z, M9203-BUB-2, M9203-AGA-2Z, M9203-GGB-2, M9203-AGA-2, M9203-AGB-2, M9203-BUA-2Z, M9203-xxx-2Z",Not Specified,Not Specified,Building Automation and Controls
M9208-AGx-x,Johnson Controls,Electric Actuator,"M9208-AGC-3, M9208-AGA-3, M9208-AGA-1, M9208-AGA-2, M9208-AGC-1",Not Specified,34-636-2170,Building Automation and Controls
M9208-Bxx-3,Johnson Controls,Electric Actuator,"M9208-BAC-3, M9208-BDA-1, M9208-BDC-3, M9208-BGC-1, M9208-BDA-3, M9208-BDC-1, M9208-BGA-1, M9208-BAA-3, M9208-BGA-3, M9208-BGC-3",Not Specified,34-636-2103,Building Automation and Controls
M9220,Johnson Controls,Electric Actuator,"M9220-AGA-JV, M9220-AGC-3, M9220-AGA-3",Not Specified,34-636-1689,Building Automation and Controls
M9220-AGx-3,Johnson Controls,Electric Actuator,"M9220-AGA-JV, M9220-AGC-3, M9220-AGA-3",Not Specified,34-636-1689,Building Automation and Controls
M9300,Johnson Controls,Electric Actuator,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC
VG1000,Johnson Controls,Flanged Globe or Ball Valve and Actuator,"VG1000, PP18CM002-1, PP12BA045-1, PP12CA060-1, PP12DA170-1, PP12CA100-1, PP12DA210-1, PP12BA025-1, PP12DA200-1, PP12DM001-1, PP12BA010-1, PP12DA140-1, PP18CM001-1, PP12CA090-1, PP12DA110-1, PP18DM001-1, PP12BA035-1, PP12DA190-1, PP18BM001-1, PP12CM002-1, PP12BA040-1, PP12DA130-1, PP12DA120-1, PP12BA005-1, PP12BA020-1, PP12CA080-1, PP12CA070-1, PP12BA030-1, PP12DA180-1, PP12BA015-1, PP12BM001-1, PP12DA150-1, PP12DA220-1, PP12DA160-1, PP12BA050-1, PP12CM001-1, PP12BA055-1",Not Specified,Not Specified,Building Automation and Controls
Network Engine Control Panel,Metasys,Control Panel,"S2D0N-GB001NB0, P2DAN-GA001NB0, S2D0N-GB001NA0, P2DAN-GA001NA0, P2ABN-GB001NA0, P2ABN-GA001NA0, P2DAY-GB001NB0, P2ABY-GA001NA0, P2DAN-GB001NA0, P2DAY-GA001NB0, S2D0N-GA001NB0, S2A0N-GB001NA0, P2DAY-GB001NA0, S2A0N-GA001NA0, P2DAY-GA001NA0, S2D0N-GA001NA0, P2ABY-GB001NA0, P2DAN-GB001NB0",Not Specified,Not Specified,Building Automation and Controls
VA9905,Johnson Controls,Electric Actuator,"VA9905-KGA-2, VG1600-03, VG1600-04, VG1600-02, VG1600-01, VA9905",Not Specified,Not Specified,Building Automation and Controls
VG1000,Johnson Controls,Flanged Globe or Ball Valve and Actuator,"VG12A5JV+92NGGC, VG12A5JU+94NBGA, VG12A5NY+924AGA, VG12A5HV+924GGC, VG12A5GS+924AGA, VG12A5GT+92NBGC, VG18A5HU+94NBAA, VG12A5KU+94NBGC, VG12A5KS+92NAGA, VG12A5MW+924GGA, VG18A5HV+924GGA, VG12A5MW+92NGGC, VG12A5MW+94NAGC, VG18A5HU+92NAGA, VG12A5GS+94NAGA, VG12A5MW+92NGGA, VG12A5LV+92NAGA, VG12A5PZ+92NBGC, VG12A5LT+94NGGA, VG12A5KU+92NGGA, VG18A5GU+92NBGC, VG12A5PZ+92NGGA, VG12A5NY+92NBAC, VG12A5LT+94NBAC, VG12A5JV+92NBGA, VG18A5HV+92NBGA, VG12A5GU+924AGA, VG12A5GT+94NAGC, VG18A5HT+924AGC, VG18A5HT+92NGGC, VG18A5GU+94NBGC, VG12A5JV+92NAGA, VG12A5GT+92NGGC, VG12A5KS+924GGA, VG12A5LT+92NGGA, VG18A5GU+94NAGA, VG12A5MW+94NBGA, VG12A5PZ+94NBAC, VG12A5KU+92NAGC, VG12A5LT+94NBGC, VG12A5LW+924GGC, VG12A5MW+94NBAA, VG12A5HV, VG12A5LW+924GGA, VG12A5PZ+92NBAC, VG12A5HW+94NBGC, VG18A5HT+94NBGA, VG12A5HU+94NBAC, VG12A5HV+92NBAA, VG12A5MW+92NAGA, VG12A5HU+94NBGC, VG12A5NY+94NGGC, VG12A5MW+94NGGC, VG12A5KS+94NBAC, VG12A5HT+92NBAA, VG12A5LU+94NGGA, VG12A5LT, VG12A5HT+924AGC, VG18A5GT+92NBGA, VG12A5JU+94NGGC, VG12A5HT+94NBGC, VG12A5HU+92NBGC, VG12A5MW+92NBGC, VG12A5JU+92NAGC, VG18A5GS+92NGGC, VG18A5HT+924GGA, VG12A5LT+924AGC, VG12A5LV+92NGGC, VG12A5PZ+94NAGC, VG12A5JU+94NBAA, VG12A5HV+94NAGC, VG12A5JV+92NAGC, VG18A5GS+94NAGA, VG12A5GU+92NGGC, VG12A5HT+94NBAA, VG12A5NY+92NAGC, VG18A5GT+92NBAA, VG12A5PZ+924AGA, VG12A5LU+92NBGC, VG18A5HT+94NAGA, VG12A5LV+94NAGA, VG12A5HW+94NAGC, VG12A5KT, VG12A5LT+92NBGA, VG12A5MW+92NBGA, VG12A5NY+924GGA, VG18A5GT+92NGGC, VG12A5HT+92NBAC, VG12A5KS+94NBGC, VG12A5KU+92NBAC, VG12A5GS+924GGA, VG12A5HU+92NBAC, VG12A5HT+92NBGC, VG12A5KT+924AGC, VG12A5GT+924GGC, VG12A5GS, VG18A5GS+94NBAA, VG12A5HW+92NBAA, VG12A5JU+924GGC, VG12A5MW+94NAGA, VG12A5LV+94NBAA, VG12A5LV+924AGC, VG12A5HW+92NBGC, VG12A5HW+924AGA, VG12A5KS+94NAGA, VG18A5GS+94NAGC, VG18A5GS+94NGGC, VG12A5HU+92NAGA, VG12A5HW+92NGGC, VG18A5GT+94NBAA, VG12A5JV+94NBAA, VG12A5GT+94NAGA, VG18A5HV+924AGA, VG12A5JV+924AGA, VG12A5JV+924AGC, VG18A5GS+92NAGC, VG12A5NY+92NBGA, VG18A5HT+94NBAC, VG18A5GU+924AGC, VG12A5NY+92NGGA, VG12A5LW+92NAGA, VG12A5JU+94NAGA, VG18A5GU+92NGGC, VG12A5KT+924GGC, VG18A5GU+94NBAC, VG12A5HU+94NAGA, VG12A5HV+924GGA, VG12A5JV+92NBGC, VG18A5HT+92NBAA, VG12A5HT+92NGGC, VG18A5GU+94NBGA, VG12A5HU+94NBGA, VG12A5JV+94NBGA, VG12A5JV+924GGC, VG12A5GS+92NAGC, VG12A5PZ+92NGGC, VG12A5GU+92NBGC, VG12A5JU+92NBAA, VG12A5HU+924AGC, VG12A5KU+92NAGA, VG12A5LU+92NAGC, VG18A5GS+924GGC, VG12A5LV+924GGC, VG12A5LT+92NAGC, VG12A5GU+924GGC, VG18A5HV+94NBAC, VG12A5JV+94NAGC, VG18A5HT+94NBGC, VG18A5HU+92NBAC, VG18A5HV, VG12A5LT+924GGA, VG12A5JU+94NAGC, VG12A5HT+94NGGC, VG12A5JV+94NBGC, VG12A5HV+92NBGC, VG18A5HU+92NBAA, VG12A5HU+924AGA, VG12A5NY+94NBGA, VG12A5LV+92NAGC, VG12A5GU+94NBAA, VG12A5KU+94NBAA, VG18A5HT+924AGA, VG12A5GS+94NAGC, VG12A5MW+924AGA, VG12A5HW+92NBAC, VG12A5PZ, VG12A5HV+94NBAC, VG18A5HT, VG18A5GT+94NGGA, VG12A5JU+92NBGC, VG18A5GS+92NBGC, VG12A5KT+924AGA, VG12A5KU+94NAGC, VG12A5KT+94NBGC, VG12A5KU+94NBAC, VG12A5LV+94NGGC, VG18A5HV+92NGGA, VG12A5HT+92NAGA, VG12A5KS+92NGGA, VG12A5PZ+94NAGA, VG18A5GS+94NGGA, VG12A5LT+92NBGC, VG12A5LV+92NGGA, VG12A5KS+924GGC, VG18A5GS+94NBGA, VG12A5LW+92NGGA, VG18A5GU+92NBGA, VG12A5JU+92NGGA, VG18A5HU+924AGA, VG12A5KS+94NBAA, VG12A5KU+92NBGC, VG12A5MW+92NAGC, VG12A5GU, VG12A5LT+92NAGA, VG12A5HV+94NBAA, VG12A5GS+94NGGA, VG12A5HU+94NBAA, VG12A5KT+94NGGC, VG12A5HW+94NGGC, VG12A5LW+94NBAA, VG18A5GT+94NBAC, VG12A5HV+94NAGA, VG12A5JU, VG12A5HV+94NBGC, VG12A5LV+94NBGA, VG18A5GS, VG12A5PZ+92NBGA, VG12A5HV+92NBAC, VG12A5KU+94NAGA, VG12A5JU+924GGA, VG12A5LW+94NGGC, VG12A5KS+92NBAC, VG12A5GS+924AGC, VG12A5HV+92NAGC, VG12A5JU+94NBAC, VG18A5GU+94NGGA, VG18A5HV+92NAGC, VG12A5GS+92NBGC, VG12A5JU+924AGA, VG18A5HV+92NGGC, VG12A5LW, VG12A5LW+94NBGA, VG12A5HV+94NGGC, VG12A5GU+94NAGC, VG12A5JV+94NBAC, VG12A5HW+92NAGA, VG12A5PZ+924AGC, VG12A5LT+924GGC, VG12A5LT+92NBAC, VG18A5HV+94NGGA, VG12A5GS+924GGC, VG12A5LU+924AGC, VG18A5HT+92NBGA, VG18A5HU+94NGGC, VG12A5NY+94NGGA, VG12A5LW+92NBAA, VG12A5JV+94NAGA, VG12A5MW+924AGC, VG12A5LT+94NAGA, VG12A5LU+94NGGC, VG12A5LT+94NBGA, VG12A5MW, VG12A5NY+924AGC, VG12A5GT+94NBAC, VG12A5KT+92NBAA, VG12A5GT+94NGGC, VG12A5JU+92NGGC, VG18A5HU+92NBGC, VG12A5LV+94NAGC, VG12A5HU+924GGC, VG12A5LW+94NAGC, VG12A5GU+94NAGA, VG12A5GU+94NBGC, VG12A5KT+92NGGC, VG12A5LW+92NBGC, VG12A5KU+924GGC, VG1000, VG12A5GS+92NGGA, VG12A5HV+94NGGA, VG12A5KS+924AGC, VG12A5NY+92NAGA, VG18A5GU+94NAGC, VG18A5HU+94NBAC, VG12A5KT+92NBGC, VG12A5KT+94NGGA, VG12A5KU+92NBAA, VG12A5KS+94NBGA, VG12A5PZ+94NBGA, VG18A5HU+92NGGC, VG18A5HV+94N, VG12A5LV+924AGA, VG12A5HW+924GGA, VG12A5HT+94NAGC, VG12A5LW+94NGGA, VG12A5HW+924AGC, VG12A5HW+924GGC, VG12A5LV+924GGA, VG12A5KU+924AGC, VG12A5JU+92NAGA, VG12A5HT+92NAGC, VG12A5LU+92NBAC, VG18A5HT+94NAGC, VG18A5GS+92NGGA, VG18A5GS+92NBGA, VG12A5GT+92NGGA, VG18A5GT+94NAGA, VG12A5GU+924AGC, VG18A5GT+92NAGA, VG12A5PZ+92NAGC, VG18A5HV+92NBAC, VG12A5GT+92NAGA, VG12A5HW+94NBAC, VG18A5GT+92NBAC, VG12A5LU+924GGC, VG12A5GU+92NBGA, VG18A5GT+924GGA, VG12A5HW+94NGGA, VG12A5PZ+92NBAA, VG18A5HT+92NAGC, VG12A5LV+94NBAC, VG12A5LT+92NGGC, VG12A5JV, VG12A5NY+94NBAC, VG12A5LU, VG12A5NY+924GGC, VG12A5HV+92NGGA, VG18A5GT+924AGA, VG18A5GU+92NBAA, VG18A5HV+94NBGC, VG12A5HV+924AGC, VG12A5LV+94NBGC, VG12A5MW+92NBAC, VG12A5GU+92NAGA, VG18A5GU+92NBAC, VG12A5LW+924AGC, VG12A5GU+924GGA, VG12A5GU+94NGGC, VG12A5HW+94NBAA, VG12A5PZ+94NBAA, VG12A5GT+924AGC, VG12A5JU+94NBGC, VG12A5HT+94NAGA, VG12A5KS+94NAGC, VG18A5HU+94NAGC, VG12A5LT+924AGA, VG12A5LU+94NAGA, VG12A5LU+94NBGC, VG12A5HW, VG12A5GT+924GGA, VG12A5LW+92NGGC, VG12A5KS+94NGGC, VG12A5LV+92NBAC, VG12A5GS+92NGGC, VG12A5KT+94NBGA, VG12A5HU, VG12A5HV+92NBGA, VG12A5HU+92NAGC, VG12A5LU+92NGGC, VG12A5GS+94NGGC, VG12A5HU+94NAGC, VG12A5KU+92NBGA, VG12A5GT+92NBGA, VG12A5GS+92NBAA, VG18A5HU+94NBGC, VG18A5GT+94NBGC, VG12A5LW+92NBAC, VG12A5MW+924GGC, VG18A5HV+92NAGA, VG12A5KU, VG12A5KS, VG12A5HT+94NGGA, VG12A5HT+92NBGA, VG12A5HT+924AGA, VG18A5GS+924GGA, VG12A5LU+92NBAA, VG12A5JU+92NBAC, VG18A5GT+94NBGA, VG12A5GS+92NBGA, VG12A5LU+94NBAA, VG12A5LU+94NAGC, VG12A5LU+924GGA, VG12A5PZ+92NAGA, VG18A5GT+924GGC, VG12A5GU+92NGGA, VG12A5GT+92NAGC, VG12A5KT+92NAGA, VG12A5GU+92NAGC, VG12A5PZ+94NBGC, VG18A5GS+924AGA, VG12A5GT+92NBAC, VG12A5LW+94NAGA, VG12A5JV+94NGGC, VG12A5GS+94NBAA, VG12A5KS+92NGGC, VG12A5MW+92NBAA, VG12A5NY, VG12A5GS+94NBGC, VG12A5GT+92NBAA, VG12A5HW+94NBGA, VG18A5GU+94NGGC, VG12A5GU+94NGGA, VG12A5GT+94NBGA, VG18A5HV+94NAGC, VG12A5KS+924AGA, VG18A5GT+92NBGC, VG12A5JV+94NGGA, VG12A5KS+92NAGC, VG18A5GU+92NGGA, VG12A5LU+94NBAC, VG18A5HV+94NBGA, VG12A5HW+94NAGA, VG12A5LU+924AGA, VG12A5GS+92NAGA, VG12A5NY+94NAGC, VG12A5HU+94NGGC, VG12A5HU+92NBGA, VG12A5KS+92NBGC, VG18A5HT+92NGGA, VG12A5KT+92NAGC, VG12A5LV+92NBAA, VG12A5HU+924GGA, VG12A5HV+92NAGA, VG12A5JV+92NBAC, VG12A5HU+92NGGC, VG12A5JV+924GGA, VG12A5GU+92NBAC, VG12A5HT+924GGC, VG18A5GU+924GGC, VG12A5MW+94NBAC, VG18A5GT+94NAGC, VG12A5KS+92NBAA, VG12A5LU+92NBGA, VG18A5HV+924GGC, VG12A5NY+92NBGC, VG12A5KU+924AGA, VG18A5HU+924GGA, VG12A5LT+94NAGC, VG12A5HT+94NBGA, VG18A5HU+94NGGA, VG12A5HU+94NGGA, VG12A5KS+92NBGA, VG18A5GS+94NBGC, VG12A5LV+92NBGC, VG12A5GU+94NBGA, VG12A5LW+92NBGA, VG12A5KT+94NBAA, VG12A5PZ+94NGGA, VG12A5MW+94NGGA, VG18A5HV+94NBAA, VG12A5LW+92NAGC, VG12A5NY+94NAGA, VG12A5HU+92NGGA, VG18A5GT+924AGC, VG12A5HU+92NBAA, VG12A5HV+92NGGC, VG12A5LV, VG12A5KT+92NGGA, VG12A5NY+92NGGC, VG18A5GT+92NAGC, VG12A5LU+92NAGA, VG12A5KT+94NBAC, VG12A5NY+92NBAA, VG12A5HT+924GGA, VG12A5GT+94NBAA, VG12A5LU+92NGGA, VG18A5HU+94NBGA, VG18A5HT+92NAGA, VG12A5HW+92NAGC, VG18A5HU+92NAGC, VG18A5GS+92NBAA, VG12A5GS+92NBAC, VG12A5HT+94NBAC, VG12A5HW+92NGGA, VG18A5HV+924AGC, VG12A5GS+94NBGA, VG12A5LT+92NBAA, VG12A5KT+924GGA, VG12A5LW+94NBAC, VG12A5KT+92NBGA, VG12A5JU+924AGC, VG12A5GT+94NBGC, VG18A5GT, VG12A5NY+94NBAA, VG12A5LU+94NBGA, VG12A5KU+94NGGC, VG12A5LT+94NBAA, VG12A5GU+94NBAC, VG18A5HV+92NBGC, VG18A5HT+94NGGC, VG12A5LW+924AGA, VG12A5LV+94NGGA, VG18A5GU, VG18A5GS+924AGC, VG12A5LT+94NGGC, VG12A5HV+924AGA, VG18A5HT+92NBAC, VG18A5GT+92NGGA, VG18A5HV+92NBAA, VG12A5HT+92NGGA, VG18A5HU+924AGC, VG12A5LW+94NBGC, VG12A5JV+92NGGA, VG18A5HU+92NGGA, VG12A5JV+92NBAA, VG12A5LV+92NBGA, VG12A5GU+92NBAA, VG12A5PZ+924GGC, VG18A5GS+94NBAC, VG18A5GS+92NAGA, VG18A5HT+94NGGA, VG12A5PZ+94NGGC, VG12A5GS+94NBAC, VG18A5HU, VG12A5KT+94NAGC, VG12A5GT+94NGGA, VG12A5JU+92NBGA, VG18A5HU+92NBGA, VG18A5GU+924AGA, VG18A5GU+94NBAA, VG12A5HT, VG12A5JU+94NGGA, VG12A5GT, VG18A5HT+92NBGC, VG12A5KS+94NGGA, VG18A5HU+94NAGA, VG12A5GT+924AGA, VG18A5GU+92NAGA, VG12A5HW+92NBGA, VG18A5GU+924GGA, VG12A5KU+94NGGA, VG12A5KT+94NAGA, VG12A5PZ+924GGA, VG12A5KU+94NBGA, VG18A5GU+92NAGC, VG12A5HV+94NBGA, VG12A5KU+924GGA, VG12A5MW+94NBGC, VG12A5KT+92NBAC, VG18A5GS+92NBAC, VG18A5HT+94NBAA, VG12A5KU+92NGGC, VG18A5HU+924GGC, VG18A5HV+94NAGA, VG18A5GT+94NGGC, VG18A5HT+924GGC, VG12A5NY+94NBGC",Not Specified,14-1352-6,Building Automation and Controls
VG1000,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC
